key,ca,eu,gl,es,pt,fr,it,en,de
import_comp_heading,2. Importar competició,2. Inportazioen lehia,2. Competición de importación,2. Importar competición,2. Importar competição,2. Importer une compétition,2. Importa competizione,2. Importar competició,2. Wettbewerb importieren
import_continue_linking,Continuar i vincular equips,Jarraitu eta taldeak lotu,Continuar e vincular equipos,Continuar y vincular equipos,Continuar e vincular equipas,Continuer et lier les équipes,Continua e collega squadre,Continuar i vincular equips,Weiter und Teams verknüpfen
import_created,Nous,Berria,Novo,Nuevos,Novos,Nouveaux,Nuovi,Nous,Neu
import_external_name_label,Nom a la federació (tal qual al calendari),Izena federazioan (egutegian bezala),Nome na federao (como no calendrio),Nombre en federación (tal cual en el calendario),Nome na federação (tal como no calendário),Nom dans la fédération (tel quel dans le calendrier),Nome nella federazione (così come nel calendario),Nom a la federació (tal qual al calendari),Name beim Verband (genau wie im Kalender)
import_external_name_ph,ex. SHUM ACERKO / SHUM FRIT RAVICH,adib. SHUM ACERKO / SHUM FRIT RAVICH,e.g. xum ACERKO / xum Frit RAVICH,ej. SHUM ACERKO / SHUM FRIT RAVICH,ex. SHUM ACERKO / SHUM FRIT RAVICH,ex. SHUM ACERKO / SHUM FRIT RAVICH,es. SHUM ACERKO / SHUM FRIT RAVICH,ex. SHUM ACERKO / SHUM FRIT RAVICH,z. B. SHUM ACERKO / SHUM FRIT RAVICH
import_fecapa_error,No s'ha pogut llistar FECAPA:,Ezin izan da FECAPA zerrendatu:,Non foi posíbel enumerar FECAPA:,No se pudo listar FECAPA:,Não foi possível listar a FECAPA:,Impossible de lister la FECAPA :,Impossibile elencare FECAPA:,No s'ha pogut llistar FECAPA:,FECAPA konnte nicht aufgelistet werden:
import_fecapa_heading,FECAPA (primeres competicions),FECAPA (lehenengo lehiaketak),FECAPA (primeiras competicións),FECAPA (primeras competiciones),FECAPA (primeiras competições),FECAPA (premières compétitions),FECAPA (prime competizioni),FECAPA (primeres competicions),FECAPA (erste Wettbewerbe)
import_fetched,Descarregats,Deskargatuta,Descargado,Descargados,Descarregados,Téléchargés,Scaricati,Descarregats,Heruntergeladen
import_idc_label,IDC competició,IDC lehiaketa,Competición IDC,IDC competición,IDC competição,IDC compétition,IDC competizione,IDC competició,Wettbewerb-IDC
import_idc_ph,10,10,10,10,10,10,10,10,10
import_intro,"RFEP i FECAPA via Sidgad. Primer mapa el nom exacte de l'equip a cada federació, després importa la competició (idc).","RFEP eta FECAPA Sidgad bidez. Lehenik, mapatu taldearen izen zehatza federazio bakoitzean, eta gero inportatu lehiaketa (idc).","RFEP e FECAPA vía Sidgad. Primeiro traza o nome exacto do equipo en cada federación, despois importa a competición (idc).","RFEP y FECAPA vía Sidgad. Primero mapea el nombre exacto del equipo en cada federación, luego importa la competición (idc).","RFEP e FECAPA via Sidgad. Primeiro mapeia o nome exato da equipa em cada federação, depois importa a competição (idc).","RFEP et FECAPA via Sidgad. D'abord, associe le nom exact de l'équipe dans chaque fédération, puis importe la compétition (idc).","RFEP e FECAPA via Sidgad. Prima mappa il nome esatto della squadra in ogni federazione, poi importa la competizione (idc).","RFEP i FECAPA via Sidgad. Primer mapa el nom exacte de l'equip a cada federació, després importa la competició (idc).","RFEP und FECAPA via Sidgad. Ordne zuerst den genauen Namen des Teams in jedem Verband zu, dann importiere den Wettbewerb (idc)."
import_known_rfep,RFEP habitual: ,Ohiko RFEP:,RFEP habituais:,RFEP habitual: ,RFEP habitual: ,RFEP habituel : ,RFEP abituale: ,RFEP habitual: ,RFEP üblich: 
import_label_optional,Etiqueta (opcional),Etiketa (aukerakoa),Etiqueta (opcional),Etiqueta (opcional),Etiqueta (opcional),Étiquette (optionnelle),Etichetta (opzionale),Etiqueta (opcional),Etikett (optional)
import_label_ph,Nacional Catalana Masculina,Kataluniako Gizonezkoen Txapelketa Nazionala,Catalunha Men's National,Nacional Catalana Masculina,Nacional Catalana Masculina,Nacional Catalana Masculina,Nacional Catalana Masculina,Nacional Catalana Masculina,Nacional Catalana Masculina
import_link_choose,tria,aukeratu,elixir,elige,escolhe,choisis,scegli,tria,wählen
import_link_create_new,O crear nou,Sortu berria,O CREAR NUEVO,O crear nuevo,Ou criar nova,Ou créer une nouvelle,O crea nuova,O crear nou,Oder neu erstellen
import_link_internal,Equips del coordinador,Koordinatzaileen taldeak.,Coordinador Equipos,Equipos del coordinador,Equipas do coordenador,Équipes du coordinateur,Squadre del coordinatore,Equips del coordinador,Koordinator-Teams
import_link_intro,"Fes clic a la cel·la central de l'equip del coordinador i després Ctrl + clic al nom oficial de la dreta per vincular-lo. Si no existeix, escriu un nom intern a la columna de baix.","Egin klik koordinatzailearen taldearen erdiko gelaxkan, eta ondoren, sakatu Ktrl+klik eskuineko izen ofizialean lotzeko. Existitzen ez bada, idatzi barne-izen bat beheko zutabean.","Prema na cela central do equipo do coordinador e, a continuación, Ctrl + prema no nome oficial da dereita para ligar. Se non existe, escriba un nome interno na columna inferior.","Haz clic en la celda central del equipo del coordinador y luego Ctrl + clic en el nombre oficial de la derecha para vincularlo. Si no existe, escribe un nombre interno en la columna de abajo.","Clica na célula central da equipa do coordenador e depois Ctrl + clique no nome oficial da direita para vincular. Se não existir, escreve um nome interno na coluna de baixo.","Clique sur la cellule centrale de l'équipe du coordinateur, puis Ctrl + clic sur le nom officiel de droite pour le lier. S'il n'existe pas, écris un nom interne dans la colonne du bas.","Clicca sulla cella centrale della squadra del coordinatore e poi Ctrl + clic sul nome ufficiale a destra per collegarlo. Se non esiste, scrivi un nome interno nella colonna in basso.","Fes clic a la cel·la central de l'equip del coordinador i després Ctrl + clic al nom oficial de la dreta per vincular-lo. Si no existeix, escriu un nom intern a la columna de baix.","Klicke auf die mittlere Zelle des Koordinator-Teams und dann Strg + Klick auf den offiziellen Namen rechts, um ihn zu verknüpfen. Wenn er nicht existiert, schreibe einen internen Namen in die untere Spalte."
import_link_new_name,Nom intern,Barne Izena,Nome interno,Nombre interno,Nome interno,Nom interne,Nome interno,Nom intern,Interner Name
import_link_official,Noms oficials,Izen ofizialak,Nomes oficiais,Nombres oficiales,Nomes oficiais,Noms officiels,Nomi ufficiali,Noms oficials,Offizielle Namen
import_link_official_hint,Ctrl + clic per vincular a la cel·la seleccionada,Ktrl + klik hautatutako gelaxkara estekatzeko,Ctrl+click para ligar a cela seleccionada,Ctrl + clic para vincular a la celda seleccionada,Ctrl + clique para vincular à célula selecionada,Ctrl + clic pour lier à la cellule sélectionnée,Ctrl + clic per collegare alla cella selezionata,Ctrl + clic per vincular a la cel·la seleccionada,"Strg + Klick, um mit der ausgewählten Zelle zu verknüpfen"
import_link_save_and_import,Guardar vinculacions i importar,Gorde estekak eta inportatu,Guardar enlaces e importar,Guardar vinculaciones e importar,Guardar vinculações e importar,Enregistrer les liaisons et importer,Salva collegamenti e importa,Guardar vinculacions i importar,Verknüpfungen speichern und importieren
import_link_status_first,Primer clica una cel·la de la columna central.,"Lehenik eta behin, egin klik erdiko zutabeko gelaxka batean.",Primeiro fai clic nunha cela da columna central.,Primero haz clic en una celda de la columna central.,Primeiro clica numa célula da coluna central.,"D'abord, clique sur une cellule de la colonne centrale.",Prima clicca una cella della colonna centrale.,Primer clica una cel·la de la columna central.,Klicke zuerst eine Zelle der mittleren Spalte.
import_link_status_linked,Vinculat:,Mugatua:,Vinculados:,Vinculado:,Vinculado:,Lié :,Collegato:,Vinculat:,Verknüpft:
import_link_status_selected,Has seleccionat:,Hautatu duzu:,Has seleccionado:,Has seleccionado:,Selecionaste:,Tu as sélectionné :,Hai selezionato:,Has seleccionat:,Du hast ausgewählt:
import_link_target,Vincular,Esteka,Ligazón,Vincular,Vincular,Lier,Collega,Vincular,Verknüpfen
import_link_target_hint,Clica una cel·la per seleccionar-la,Egin klik gelaxka batean hautatzeko,Fai clic nunha cela para seleccionalo,Haz clic en una celda para seleccionarla,Clica numa célula para selecioná-la,Clique sur une cellule pour la sélectionner,Clicca una cella per selezionarla,Clica una cel·la per seleccionar-la,"Klicke eine Zelle an, um sie auszuwählen"
import_link_title,Vincular equips federatius,Talde federatuak lotzea,Enlace equipos federativos,Vincular equipos federativos,Vincular equipas federativas,Lier les équipes fédérales,Collega squadre federali,Vincular equips federatius,Verbandsmannschaften verknüpfen
import_link_unlinked,Oficials sense vincular,Loturarik gabeko funtzionarioak,Funcionarios sen vinculación,Oficiales sin vincular,Oficiais sem vincular,Officiels non liés,Ufficiali non collegati,Oficials sense vincular,Nicht verknüpfte Offizielle
import_link_unlinked_hint,Escriu un nom intern per crear un equip nou,Sartu barne-izen bat talde berri bat sortzeko,Escribe un nome interno para crear un novo equipo,Escribe un nombre interno para crear un equipo nuevo,Escreve um nome interno para criar uma nova equipa,Écris un nom interne pour créer une nouvelle équipe,Scrivi un nome interno per creare una nuova squadra,Escriu un nom intern per crear un equip nou,"Schreibe einen internen Namen, um ein neues Team zu erstellen"
import_linked_heading,Fonts enllaçades,Iturri lotuak,Fontes enlazadas,Fuentes enlazadas,Fontes vinculadas,Sources liées,Fonti collegate,Fonts enllaçades,Verknüpfte Quellen
import_lv_away,V,Or,F,V,F,E,T,V,A
import_lv_home,L,Al,C,L,C,D,C,L,H
import_matched,Dels teus equips,Zuen taldeetatik.,Dos seus equipos,De tus equipos,Das tuas equipas,De tes équipes,Delle tue squadre,Dels teus equips,Von deinen Teams
import_no_aliases,Cap encara,Oraindik bat ere ez,Ningún aínda,Ninguno aún,Nenhum ainda,Aucun pour l'instant,Nessuno ancora,Cap encara,Noch keine
import_no_listing,Sense llistat,Ez dago zerrendarik,Non hai listaxe,Sin listado,Sem listagem,Aucun listage,Nessun elenco,Sense llistat,Keine Auflistung
import_no_sources,Cap,Bat ere ez,Nada,Ninguna,Nenhuma,Aucune,Nessuna,Cap,Keine
import_result_heading,Resultat,Emaitza,Saída,Resultado,Resultado,Résultat,Risultato,Resultat,Ergebnis
import_save_alias,Desar àlies,Gorde ezizena,Gardar o alcume,Guardar alias,Guardar alias,Enregistrer l'alias,Salva alias,Desar àlies,Alias speichern
import_saved_heading,Àlies desats,Ezizena gordeta,Aliases gardados,Alias guardados,Aliases guardados,Alias enregistrés,Alias salvati,Àlies desats,Gespeicherte Aliasse
import_showing_80,Mostrant 80 de,80 erakusten,Mostrando 80 de,Mostrando 80 de,A mostrar 80 de,Affichage de 80 sur,Mostra 80 di,Mostrant 80 de,Zeige 80 von
import_source_label,Font,Iturburua,Fonte,Fuente,Fonte,Source,Fonte,Font,Quelle
import_team_label,Equip AtempoSports,AtempoSports Taldea,Equipo AtempoSports,Equipo AtempoSports,Equipa AtempoSports,Équipe AtempoSports,Squadra AtempoSports,Equip AtempoSports,AtempoSports-Team
import_th_action,Acció,Ekintza,Acción,Acción,Ação,Action,Azione,Acció,Aktion
import_th_date,Data,Data,Data,Fecha,Data,Date,Data,Data,Datum
import_th_external,Nom federació,Federazio izena,Federación de nomes,Nombre federación,Nome federação,Nom fédération,Nome federazione,Nom federació,Verbandsname
import_th_idc,IDC,IDC,IDC,IDC,IDC,IDC,IDC,IDC,IDC
import_th_jornada,J,Og.,J,J,J,J,G,J,S
import_th_lv,L/V,Astelehenetik ostiralera,C/F,L/V,C/F,D/E,C/T,L/V,H/A
import_th_name,Nom,Izena,Nome,Nombre,Nome,Nom,Nome,Nom,Name
import_th_opponent,Rival,Aurkaria,Contrincante,Rival,Adversário,Adversaire,Avversario,Rival,Gegner
import_th_source,Font,Iturburua,Fonte,Fuente,Fonte,Source,Fonte,Font,Quelle
import_th_team,Equip,Taldea,Equipo,Equipo,Equipa,Équipe,Squadra,Equip,Team
import_th_time,Hora,Ordua,Hora,Hora,Hora,Heure,Ora,Hora,Uhrzeit
import_title,Importar federació,Inportazio federazioa,Federación de Importación,Importar federación,Importar federação,Importer la fédération,Importa federazione,Importar federació,Verband importieren
import_updated,Actualitzats,Eguneratua,Actualizado,Actualizados,Atualizados,Mis à jour,Aggiornati,Actualitzats,Aktualisiert
lang_label,Idioma,Hizkuntza,Locale,Idioma,Idioma,Langue,Lingua,Language,Sprache
login_error,No s'ha pogut accedir. Revisa el codi de club i la contrasenya.,"Ezin izan da sarbidea eman. Mesedez, egiaztatu zure klubaren kodea eta pasahitza.",Non foi posíbel acceder. Comproba o código do club e o contrasinal.,No se ha podido acceder. Revisa el código de club y la contraseña.,Não foi possível aceder. Verifica o código do clube e a palavra-passe.,Connexion impossible. Vérifiez le code du club et le mot de passe.,Accesso non riuscito. Controlla il codice del club e la password.,Couldn't sign in. Check the club code and password.,Anmeldung fehlgeschlagen. Bitte Clubcode und Passwort prüfen.
login_forgot,Has oblidat la contrasenya?,Pasahitza ahaztu al duzu?,Esqueceu o contrasinal?,¿Has olvidado la contraseña?,Esqueceste a palavra-passe?,Mot de passe oublié ?,Hai dimenticato la password?,Forgot your password?,Passwort vergessen?
login_heading,Accés al club,Klubaren sarbidea,Acceso ao club,Acceso al club,Acesso ao clube,Accès au club,Accesso al club,Club access,Clubzugang
login_hint,Introdueix el codi de club i la contrasenya.,Sartu klubaren kodea eta pasahitza.,Introduce o código do club e o contrasinal.,Introduce el código de club y la contraseña.,Introduza o código do clube e a palavra-passe.,Saisissez le code du club et le mot de passe.,Inserisci il codice del club e la password.,Enter your club code and password.,Gib Club-Code und Passwort ein.
login_kicker,Gestió d'horaris esportius,Kirol ordutegien kudeaketa,Gestión de Horarios Deportivos,Gestión de horarios deportivos,Gestão de horários desportivos,Gestion des horaires sportifs,Gestione degli orari sportivi,Sports schedule management,Terminplanung für den Sport
